,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
26,41062060,2021-03-26,2021-03-28,Casa inteira em Vila Peruibe,Condomínio Bonganville 3,10 hóspedes,3 quartos,7 camas,2 banheiros,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.53,30,457,913,Raridade
27,20194437,2021-03-26,2021-03-28,Casa inteira em Vila Romar,Cantinho de Deus,5 hóspedes,1 quarto,4 camas,1 banheiro,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,5.0,15,350,799,Novo preço mais baixo
28,37388010,2021-03-05,2021-03-07,Casa inteira em Bal Tres Marias,"Casa aconchegante, Piscina, Churrasq. em Peruíbe",10 hóspedes,3 quartos,7 camas,2 banheiros e meio,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,4.93,31,575,1.284,Raridade
29,31913930,2021-03-12,2021-03-14,Casa inteira em Bal Tres Marias,Casa com piscina para curtir com a família-Peruíbe,10 hóspedes,2 quartos,4 camas,3 banheiros,Wi-Fi,Máquina de Lavar,Cozinha,Estacionamento gratuito,4.82,34,581,1.312,Raridade
30,20194437,2021-03-26,2021-03-28,Casa inteira em Vila Romar,Cantinho de Deus,5 hóspedes,1 quarto,4 camas,1 banheiro,Wi-Fi,Cozinha,Estacionamento gratuito,Piscina,5.0,15,350,799,Novo preço mais baixo
31,40281446,2021-03-26,2021-03-28,Casa inteira em Centro,1-Casa com piscina no centro de Peruíbe.,13 hóspedes,3 quartos,7 camas,2 banheiros,Wi-Fi,Cozinha,Estacionamento gratuito,Piscina,4.68,23,462,1.004,Raridade
32,37388010,2021-03-26,2021-03-28,Casa inteira em Bal Tres Marias,"Casa aconchegante, Piscina, Churrasq. em Peruíbe",10 hóspedes,3 quartos,7 camas,2 banheiros e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.93,31,575,1.284,Raridade
33,31913930,2021-03-26,2021-03-28,Casa inteira em Bal Tres Marias,Casa com piscina para curtir com a família-Peruíbe,10 hóspedes,2 quartos,4 camas,3 banheiros,Wi-Fi,Máquina de Lavar,Cozinha,Estacionamento gratuito,4.82,34,581,1.312,Raridade
34,16911421,2021-03-26,2021-03-28,Casa inteira em Peruíbe,Sobrado de frente para o mar! Peruíbe-SP.,9 hóspedes,4 quartos,7 camas,6 banheiros e meio,Wi-Fi,Vista para o mar,Máquina de Lavar,Cozinha,4.88,8,705,1.700,Raridade
35,47157768,2021-03-12,2021-03-14,Casa inteira em Centro,"Casa de praia • Centro, Peruíbe.",8 hóspedes,2 quartos,6 camas,1 banheiro,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.33,3,274,548,Novo preço mais baixo
36,46082679,2021-03-05,2021-03-07,Casa inteira em Gaivota - Praia,"Casa aconchegante, área de lazer e churrasqueira.",15 hóspedes,3 quartos,12 camas,3 banheiros,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,266,681,Novo preço mais baixo
37,39549389,2021-03-05,2021-03-07,Casa inteira em Baougainville Residencial,CASA COND FECH 4 SUITES PISCINA E LASER - PERUÍBE,8 hóspedes,4 quartos,6 camas,5 banheiros e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,6,807,1.883,Raridade
39,45722207,2021-03-05,2021-03-07,Casa inteira em Parque Oasis,Casa aconchegante,8 hóspedes,3 quartos,6 camas,3 banheiros,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,6,760,1.769,Novo preço mais baixo
40,46082679,2021-03-26,2021-03-28,Casa inteira em Gaivota - Praia,"Casa aconchegante, área de lazer e churrasqueira.",15 hóspedes,3 quartos,12 camas,3 banheiros,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,266,681,Novo preço mais baixo
41,46937984,2021-03-19,2021-03-21,Casa inteira em Residencial Park D'Aville,Casa com piscina em Peruibe !,15 hóspedes,2 quartos,4 camas,1 banheiro,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,4.67,3,712,1.573,Novo preço mais baixo
42,46937984,2021-03-26,2021-03-28,Casa inteira em Residencial Park D'Aville,Casa com piscina em Peruibe !,15 hóspedes,2 quartos,4 camas,1 banheiro,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.67,3,712,1.573,Novo preço mais baixo
43,45722207,2021-03-19,2021-03-21,Casa inteira em Parque Oasis,Casa aconchegante,8 hóspedes,3 quartos,6 camas,3 banheiros,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,6,760,1.769,Novo preço mais baixo
