,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
744,44419309,2021-04-23,2021-04-25,Apartamento inteiro em José Menino,Charmoso apartamento em Santos na quadra da praia,4 hóspedes,1 quarto,1 cama,1 banheiro,Ar-condicionado,Wi-Fi,Estacionamento gratuito,Cozinha,4.83,24,286,571,Raridade
746,45623354,2021-04-23,2021-04-25,Apartamento inteiro em Embaré,Ótima localização - uma quadra da praia,3 hóspedes,1 quarto,1 cama,1 banheiro e meio,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.75,8,238,616,Raridade
747,47220795,2021-04-23,2021-04-25,Apartamento inteiro em Jardim Tres Marias,Lindo Apto Guarujá - Praia da Enseada LINDISSIMO,5 hóspedes,1 quarto,5 camas,1 banheiro,Ar-condicionado,Estacionamento gratuito,Máquina de Lavar,Cozinha,5.0,12,182,514,Raridade
750,43932528,2021-04-02,2021-04-04,Apartamento inteiro em Vila Matias,FUSION HOME | Garagem | Wi-Fi | Netflix,5 hóspedes,1 quarto,1 cama,1 banheiro,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.94,32,294,713,Raridade
751,19033825,2021-04-09,2021-04-11,Apartamento inteiro em José Menino,Seu canto pertinho da praia,5 hóspedes,1 quarto,2 camas,1 banheiro,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.96,25,132,354,Raridade
752,20283404,2021-04-09,2021-04-11,Apartamento inteiro em Santos,BOOK SANTOS - Unlimited 1111 - Um Resort em Santos,4 hóspedes,1 quarto,2 camas,1 banheiro,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.75,36,327,784,Raridade
754,38798592,2021-04-16,2021-04-18,Apartamento inteiro em Guilhermina,"Conforto frente ao mar, localização privilegiada",6 hóspedes,2 quartos,4 camas,2 banheiros,Wi-Fi,Elevador,Estacionamento gratuito,Vista para o mar,4.92,27,179,468,Raridade
755,37602479,2021-04-16,2021-04-18,Apartamento inteiro em Embaré,"Santos - Pé na areia, ótima localização, iluminado",4 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Self check-In,Elevador,Estacionamento gratuito,4.94,36,158,456,Raridade
756,46815990,2021-04-16,2021-04-18,Apartamento inteiro em José Menino,Book Santos - Unlimited 3412 - Frente Mar com a Melhor Vista,4 hóspedes,1 quarto,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Vista para as águas,5.0,3,410,949,Raridade
757,20283404,2021-04-16,2021-04-18,Apartamento inteiro em Santos,BOOK SANTOS - Unlimited 1111 - Um Resort em Santos,4 hóspedes,1 quarto,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Jacuzzi,4.75,36,327,784,Raridade
758,39322670,2021-04-16,2021-04-18,Apartamento inteiro em José Menino,Lazer na praia,4 hóspedes,2 quartos,3 camas,1 banheiro,Wi-Fi,Elevador,Estacionamento gratuito,Máquina de Lavar,5.0,25,206,411,Novo preço mais baixo
759,31653541,2021-04-02,2021-04-04,Apartamento inteiro em São Vicente,Loft vista espetacular para o mar. Brisamar,4 hóspedes,1 quarto,3 camas,1 banheiro,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.91,87,155,389,Raridade
761,28668206,2021-04-02,2021-04-04,Flat inteiro em Gonzaga,Apartamento Flat com serviço,2 hóspedes,1 quarto,1 cama,1 banheiro e meio,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.68,136,197,426,Raridade
774,39763299,2021-04-02,2021-04-04,Apartamento inteiro em José Menino,"Conforto,frente à praia do José menino/Santos",3 hóspedes,Estúdio,2 camas,1 banheiro,Elevador,Permitido animais,Vista para o mar,Cozinha,4.65,51,120,320,Raridade
776,38842222,2021-04-02,2021-04-04,Flat inteiro em São Vicente,Flat em Apart Service c/Lazer e Serviços Diários-2,3 hóspedes,Estúdio,1 cama,1 banheiro,Ar-condicionado,Wi-Fi,Elevador,Piscina,4.41,17,137,274,Raridade
777,24115709,2021-04-16,2021-04-18,Apartamento inteiro em Santos,wi-fi/ar condicionado/ TV 4k/ utensílios praia,3 hóspedes,1 quarto,4 camas,1 banheiro,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.95,105,150,394,Raridade
779,1524863,2021-04-16,2021-04-18,Condomínio inteiro em Santos,Santos WiFI TV 70 m2 AR - Piscina Lazer,4 hóspedes,1 quarto,2 camas,2 banheiros,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.78,137,164,418,Raridade
780,46033720,2021-04-16,2021-04-18,Apartamento inteiro em José Menino,"Studio 607, frente ao mar, completo  todo decorado",4 hóspedes,1 quarto,2 camas,1 banheiro,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,5.0,9,181,496,Raridade
783,41352574,2021-04-02,2021-04-04,Condomínio inteiro em Aviação,Apto na Praia Grande,3 hóspedes,1 quarto,2 camas,1 banheiro,Wi-Fi,Self check-In,Elevador,Estacionamento gratuito,4.96,45,149,297,Raridade
785,32190926,2021-04-02,2021-04-04,Apartamento inteiro em Santos,"Aconchego à Beira Mar, 100m da Praia/Ilha.",4 hóspedes,1 quarto,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Academia,4.85,78,142,348,Raridade
786,41319815,2021-04-02,2021-04-04,Apartamento inteiro em Itararé,"Apartamento aconchegante em Santos, próximo ao mar",4 hóspedes,1 quarto,3 camas,1 banheiro,Estacionamento gratuito,Permitido animais,Máquina de Lavar,Cozinha,4.82,17,118,285,Raridade
