,ID,Check-In,Check-Out,Localização,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Vista para o mar,Piscina,Lava-louças,Wi-Fi,Café da Manhã,Máquina de Lavar,Estacionamento gratuito,Academia,Jacuzzi,Secadora,Entrada/saída para esquis,Cozinha,Vista para as águas,Permitido animais,Lareira interna,Ar-condicionado,Self check-In,Elevador,Novo preço mais baixo,Raridade,Banheiro Compartilhado
4108,24488673,2021-03-19,2021-03-21,Centro,5,1,2,1,4.69,61,102.0,203.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
4687,22868881,2021-03-26,2021-03-28,Nova Mirim,6,1,3,1,4.89,46,200.0,399.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3090,4866616,2021-01-29,2021-01-31,Santos,4,2,3,2,4.96,58,553.0,1255.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
1969,32122547,2021-03-12,2021-03-14,Aparecida,4,1,3,1,4.72,135,123.0,246.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1880,35592746,2021-02-19,2021-02-21,Embaré,4,1,3,1,5.0,29,248.0,536.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
1719,46287455,2021-02-12,2021-02-14,José Menino,4,1,2,1,4.67,6,214.0,563.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4654,46743206,2021-03-19,2021-03-21,Vila Tupi,4,1,2,1,4.5,6,191.0,502.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
491,45271945,2021-03-19,2021-03-21,Centro,4,1,1,1,4.33,12,214.0,548.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
3951,45362756,2021-03-05,2021-03-07,Sé,2,1,1,1,4.86,64,99.0,283.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
1440,47138268,2021-03-05,2021-03-07,Gonzaga,4,1,2,1,5.0,9,263.0,605.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4960,44122369,2021-03-26,2021-03-28,Ilha Porchat,4,1,2,1,4.78,23,236.0,582.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
3776,44025658,2021-02-19,2021-02-21,José Menino,4,1,2,2,4.71,14,198.0,515.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,False
3608,38460602,2021-03-12,2021-03-14,Centro,5,1,4,2,4.75,45,261.0,571.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4708,45740885,2021-03-05,2021-03-07,Ilha Porchat,2,1,1,1,5.0,13,293.0,685.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
903,5873475,2021-03-19,2021-03-21,Guarujá,4,2,3,1,4.68,75,211.0,502.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,False
2753,31653541,2021-04-16,2021-04-18,São Vicente,4,1,3,1,4.91,87,348.0,776.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
601,47138268,2021-03-19,2021-03-21,Gonzaga,4,1,2,1,5.0,9,263.0,605.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3980,45605033,2021-03-12,2021-03-14,Anchieta,2,1,1,1,4.88,8,160.0,320.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
2825,46989665,2021-04-02,2021-04-04,José Menino,3,1,2,1,5.0,4,144.0,427.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False
4585,39392052,2021-03-05,2021-03-07,Casa inteira em Cibratel II,13,3,9,2,4.92,25,559.0,1267.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
662,41143618,2021-03-12,2021-03-14,Mongagua,6,1,3,1,4.89,35,178.0,445.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1579,47195130,2021-03-26,2021-03-28,Cidade Ocian,6,2,4,2,5.0,7,223.0,525.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
1554,16815470,2021-03-26,2021-03-28,Praia Grande,7,2,4,1,3.25,4,147.0,394.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
3012,38777987,2021-01-29,2021-01-31,Santos,4,1,1,1,4.72,54,207.0,512.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
769,9843629,2021-03-26,2021-03-28,Guarujá,5,1,3,1,4.86,176,233.0,616.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4901,46800604,2021-03-12,2021-03-14,Vila Assuncao,6,1,6,1,4.88,8,121.0,342.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1028,39340265,2021-03-26,2021-03-28,Centervalle,6,3,4,4,4.93,56,685.0,1369.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2406,22902214,2021-04-23,2021-04-25,Ponta da Praia,4,1,2,1,4.7,97,295.0,719.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
831,19922399,2021-03-26,2021-03-28,Loteamento Joao Batista Juliao,6,1,1,1,4.82,23,234.0,548.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1671,16342444,2021-02-12,2021-02-14,Praia Grande,4,1,3,1,4.54,38,175.0,399.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
1379,29649713,2021-03-12,2021-03-14,Praia Grande,8,2,5,2,5.0,22,189.0,468.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
280,24287304,2021-02-19,2021-02-21,Canto do Forte,5,1,1,1,4.8,46,171.0,342.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,False
5181,45590553,2021-03-19,2021-03-21,Casa inteira em Vila Romar,15,5,8,5,4.67,3,913.0,1826.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4578,41129504,2021-03-19,2021-03-21,Peruíbe,3,1,2,1,4.86,29,145.0,340.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
3108,15230258,2021-01-29,2021-01-31,Guarujá,5,2,5,3,4.84,51,847.0,1974.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1933,42517975,2021-03-12,2021-03-14,São Vicente,2,1,2,1,4.36,11,108.0,285.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,False
3874,39790134,2021-02-26,2021-02-28,Riviera de São Lourenço,6,1,3,1,4.76,17,410.0,970.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
5240,45591346,2021-03-12,2021-03-14,Casa inteira em Estância Bal Maria H Novaes,6,3,4,3,4.89,9,559.0,1267.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4740,34466908,2021-03-12,2021-03-14,Vila Caiçara,4,1,3,1,5.0,41,137.0,274.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1798,15080287,2021-02-12,2021-02-14,Santos,2,1,1,1,4.89,167,238.0,637.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1137,41530242,2021-03-05,2021-03-07,Vila Assuncao,4,2,4,2,4.89,18,223.0,445.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1619,41937959,2021-02-12,2021-02-14,Guilhermina,6,1,2,1,4.95,19,193.0,525.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1667,41904559,2021-02-26,2021-02-28,Santos,4,1,2,1,4.92,26,403.0,936.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2704,46115874,2021-04-02,2021-04-04,Boqueirão,2,1,1,1,4.93,15,232.0,543.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2972,42517975,2021-01-29,2021-01-31,São Vicente,2,1,2,1,4.36,11,131.0,331.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,False
4130,36550628,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.98,51,263.0,605.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False
467,22469373,2021-03-19,2021-03-21,Vila Assuncao,6,1,6,1,4.63,38,103.0,205.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4556,14945799,2021-03-19,2021-03-21,Aviação,6,1,5,1,4.94,50,422.0,844.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4792,46551298,2021-03-12,2021-03-14,Jardim Riveira,7,1,5,2,5.0,3,201.0,501.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
827,16081237,2021-03-12,2021-03-14,Guarujá,6,2,7,3,4.88,34,233.0,685.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
5242,20194437,2021-03-19,2021-03-21,Casa inteira em Vila Romar,5,1,4,1,5.0,15,350.0,799.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4613,45760542,2021-03-05,2021-03-07,Parque Balneario Oasis,2,1,1,1,5.0,3,158.0,375.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
1962,47517305,2021-03-12,2021-03-14,Gonzaga,4,1,1,1,4.71,7,356.0,841.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2167,22135736,2021-03-26,2021-03-28,Itararé,6,2,3,2,4.89,106,195.0,559.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4899,44642259,2021-03-26,2021-03-28,Guilhermina,6,2,7,3,4.96,26,237.0,593.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
2156,39610645,2021-03-05,2021-03-07,Santos,4,1,2,1,4.88,81,545.0,1210.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,False
1999,42604902,2021-03-19,2021-03-21,Itararé,5,1,1,1,4.87,23,177.0,433.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
420,47586746,2021-02-26,2021-02-28,Vila Auzira,6,1,1,1,5.0,4,203.0,525.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
742,36625620,2021-03-19,2021-03-21,Santos,4,1,2,1,4.97,31,226.0,571.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
4466,22868881,2021-02-26,2021-02-28,Nova Mirim,6,1,3,1,4.89,46,200.0,399.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
2644,38798592,2021-04-16,2021-04-18,Guilhermina,6,2,4,2,4.92,27,179.0,468.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
632,32646079,2021-03-19,2021-03-21,Santos,4,1,2,1,4.95,87,176.0,411.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2950,47137946,2021-01-29,2021-01-31,José Menino,5,2,4,2,5.0,5,475.0,1079.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,False
1599,45974609,2021-03-26,2021-03-28,Vila Caiçara,8,2,2,2,5.0,9,154.0,377.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
4560,22587763,2021-03-05,2021-03-07,Casa inteira em Peruibe,10,2,4,1,4.85,109,256.0,511.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3550,41132118,2021-03-19,2021-03-21,Parque Balneario Oasis,3,1,2,1,4.75,24,162.0,374.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
4279,47156952,2021-03-12,2021-03-14,Riviera de São Lourenço,5,1,4,1,4.67,6,410.0,819.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,False
720,39610645,2021-03-05,2021-03-07,Santos,4,1,2,1,4.88,81,545.0,1210.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4511,33346325,2021-02-26,2021-02-28,Quarto de albergue em Vila São Paulo,4,1,3,1,4.94,16,206.0,411.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,True
842,41364919,2021-03-05,2021-03-07,Santos,4,1,2,1,4.94,16,208.0,536.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
2794,42086418,2021-04-02,2021-04-04,Ilha Porchat,4,1,2,1,5.0,14,127.0,253.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
4804,22587763,2021-03-19,2021-03-21,Casa inteira em Peruibe,10,2,4,1,4.85,109,256.0,511.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4165,24488673,2021-03-05,2021-03-07,Centro,5,1,2,1,4.69,61,102.0,203.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
1583,31058644,2021-03-19,2021-03-21,Canto do Forte,6,2,5,1,5.0,20,182.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1426,23624475,2021-03-05,2021-03-07,Casa inteira em Balneário Tupy,4,1,3,1,4.9,137,87.0,173.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
2824,21845532,2021-04-16,2021-04-18,José Menino,4,1,2,1,4.91,80,161.0,422.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3011,30501188,2021-01-29,2021-01-31,Ponta da Praia,4,1,3,1,4.38,22,185.0,370.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False
1769,40844259,2021-02-19,2021-02-21,Santos,4,1,2,1,4.89,18,374.0,878.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
3170,31518817,2021-02-26,2021-02-28,Centro,6,1,0,1,4.62,79,137.0,274.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
1628,39535674,2021-02-19,2021-02-21,Boqueirão,4,1,4,1,4.85,46,290.0,650.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5226,30030388,2021-03-19,2021-03-21,Peruíbe,5,2,15,2,4.46,47,228.0,456.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4579,30973729,2021-03-19,2021-03-21,Casa de hóspedes inteira em Jardim Peruibe,3,1,1,1,4.78,90,108.0,285.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4975,46728878,2021-03-26,2021-03-28,Pitangueiras,4,1,2,1,5.0,6,247.0,593.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
2641,43932528,2021-04-02,2021-04-04,Vila Matias,5,1,1,1,4.94,32,294.0,713.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1086,23175564,2021-02-26,2021-02-28,Aparecida,4,1,2,1,4.79,84,160.0,240.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
585,36757068,2021-03-26,2021-03-28,Balneario Cidade Atlantica,5,3,4,2,4.98,40,216.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True
1019,40532701,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.91,23,216.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2536,39610645,2021-04-16,2021-04-18,Santos,4,1,2,1,4.88,81,488.0,1096.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4273,41269141,2021-03-05,2021-03-07,Itararé,4,1,1,1,4.88,44,112.0,284.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
5202,45590553,2021-03-12,2021-03-14,Casa inteira em Vila Romar,15,5,8,5,4.67,3,913.0,1826.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4911,45740885,2021-03-26,2021-03-28,Ilha Porchat,2,1,1,1,5.0,13,293.0,685.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4401,16000395,2021-02-19,2021-02-21,Casa inteira em Itanhaém,12,3,10,3,4.81,52,713.0,1426.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
565,23058114,2021-03-05,2021-03-07,Guarujá,6,2,5,1,4.88,16,233.0,565.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
800,20774709,2021-03-12,2021-03-14,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,97,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False
1035,17715456,2021-02-19,2021-02-21,Praia Grande,6,2,3,1,4.9,41,242.0,342.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
2901,39726118,2021-04-02,2021-04-04,Praia Grande,5,1,3,1,4.87,15,103.0,306.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3894,45172512,2021-02-26,2021-02-28,Sé,2,1,1,1,5.0,10,99.0,283.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
1741,39499342,2021-02-26,2021-02-28,Praia Grande,4,1,3,1,5.0,17,184.0,488.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
3083,44433886,2021-01-29,2021-01-31,Balneario Cidade Atlantica,2,1,1,1,4.92,26,323.0,696.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3411,38460602,2021-03-05,2021-03-07,Centro,5,1,4,2,4.75,45,261.0,571.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1308,45637188,2021-03-05,2021-03-07,Morro dos Barbosas,6,1,3,1,5.0,9,149.0,377.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1353,46287455,2021-03-12,2021-03-14,José Menino,4,1,2,1,4.57,7,187.0,508.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3957,45884578,2021-03-12,2021-03-14,Itararé,2,1,4,1,5.0,12,150.0,379.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,False
5042,45722207,2021-02-26,2021-02-28,Casa inteira em Parque Oasis,8,3,6,3,5.0,6,760.0,1769.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,False
395,23071620,2021-02-19,2021-02-21,Jardim Las Palmas,6,3,4,2,4.77,48,552.0,1244.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
4870,46121416,2021-03-19,2021-03-21,Chácara Santo Antônio (Zona Sul),2,1,1,1,5.0,3,167.0,434.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
2858,45507297,2021-04-16,2021-04-18,São Paulo,5,1,4,1,5.0,5,160.0,320.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2954,22577411,2021-01-29,2021-01-31,José Menino,6,1,4,1,4.94,54,262.0,673.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4828,17774541,2021-03-05,2021-03-07,Casa-terra em Chácaras Bartira,5,1,4,1,4.77,65,400.0,799.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
5008,45722207,2021-02-26,2021-02-28,Casa inteira em Parque Oasis,8,3,6,3,5.0,6,760.0,1769.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2243,47031517,2021-04-09,2021-04-11,Gonzaga,2,1,2,1,5.0,17,206.0,411.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,True
211,22299956,2021-02-26,2021-02-28,José Menino,3,1,3,1,4.83,92,154.0,388.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
4600,45787373,2021-03-12,2021-03-14,Vila Caiçara,6,1,2,1,5.0,18,292.0,673.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
4819,22030682,2021-03-19,2021-03-21,Gonzaga,4,1,1,1,4.89,170,246.0,491.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4468,13436777,2021-02-19,2021-02-21,Casa inteira em Juquitiba,6,3,6,1,4.85,59,467.0,1084.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2183,39610645,2021-03-19,2021-03-21,Santos,4,1,2,1,4.88,81,545.0,1210.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2767,24180180,2021-04-23,2021-04-25,Gonzaga,8,3,7,2,4.7,50,194.0,388.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2585,36033418,2021-04-23,2021-04-25,Santos,4,1,2,1,4.83,47,503.0,1086.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
553,45362892,2021-03-05,2021-03-07,Centro,4,1,3,1,4.79,14,294.0,708.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
533,38351257,2021-03-26,2021-03-28,Centro,6,2,4,2,4.74,53,239.0,628.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
1115,41269141,2021-03-26,2021-03-28,Itararé,4,1,1,1,4.88,44,112.0,284.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1113,44642259,2021-03-19,2021-03-21,Guilhermina,6,2,7,3,4.96,25,254.0,628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
909,41990959,2021-03-26,2021-03-28,Nova Mirim,3,1,3,1,4.94,36,211.0,502.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1135,46098395,2021-03-12,2021-03-14,Boqueirão,5,1,2,1,5.0,5,263.0,616.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
709,42642255,2021-03-26,2021-03-28,Cidade Ocian,4,1,2,1,4.64,14,89.0,278.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,False
4787,39392052,2021-03-05,2021-03-07,Casa inteira em Cibratel II,13,3,9,2,4.92,25,559.0,1267.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
3798,29927178,2021-02-19,2021-02-21,Consolacao,2,1,1,1,4.87,281,166.0,331.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4320,31212229,2021-02-19,2021-02-21,Gaivota - Praia,12,1,10,1,4.33,6,182.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True
2284,16824874,2021-04-02,2021-04-04,Santos,8,2,5,1,4.79,71,173.0,456.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,False
2872,32856921,2021-04-23,2021-04-25,Centro,4,1,4,1,4.87,78,177.0,434.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
948,46045251,2021-03-05,2021-03-07,Gonzaga,4,2,2,2,4.38,13,279.0,558.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,False
2499,22135736,2021-04-09,2021-04-11,Itararé,6,2,3,2,4.89,106,195.0,559.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1364,41364919,2021-03-12,2021-03-14,Santos,4,1,2,1,4.94,16,208.0,536.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3560,39216218,2021-03-12,2021-03-14, São Vicente,3,1,1,1,4.96,52,144.0,388.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
2175,31436143,2021-03-26,2021-03-28,Santos,4,1,2,1,4.89,35,356.0,841.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3237,30282988,2021-02-19,2021-02-21,Itarare,3,1,2,1,4.89,9,240.0,479.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
673,39301088,2021-03-19,2021-03-21,Casa de hóspedes inteira em Guarujá,7,1,4,1,4.2,5,153.0,386.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4380,39004822,2021-02-19,2021-02-21,Nova Mirim,6,1,5,1,4.83,6,183.0,365.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
1171,40510780,2021-03-26,2021-03-28,Boqueirão,6,1,6,1,4.8,6,136.0,371.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1810,41007802,2021-02-19,2021-02-21,Itararé,2,1,1,1,4.75,4,176.0,431.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False
1316,47118964,2021-03-19,2021-03-21,Embaré,2,1,1,1,5.0,8,104.0,308.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
654,42517975,2021-03-19,2021-03-21,São Vicente,2,1,2,1,4.36,11,108.0,285.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
2720,8273746,2021-04-23,2021-04-25,Santos,4,1,3,1,4.91,88,183.0,365.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
1578,31276478,2021-03-26,2021-03-28,Centro,4,1,1,1,4.89,36,176.0,411.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2546,46045251,2021-04-23,2021-04-25,Gonzaga,4,2,2,2,4.38,13,256.0,511.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2680,15080287,2021-04-23,2021-04-25,Santos,2,1,1,1,4.89,167,183.0,527.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
472,31276478,2021-03-05,2021-03-07,Centro,4,1,1,1,4.89,36,176.0,411.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2814,44419309,2021-04-09,2021-04-11,José Menino,4,1,1,1,4.83,24,223.0,445.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
